ProjectTitle,TissueType,Tissue,ComparisonName,Gene,HumanGene,log2FoldChange,padj,OR,-log10P,enrichment_score
"OSD-352: RR-3, brain",brain,brain,Spaceflight vs GroundControl,Robo1,ROBO1,-0.02983432587,0.9999854557,0.9795327773,0.00000631654848,0.02046752038
"OSD-457: JAXA, adipose tissue, white",adipose,"adipose tissue, white",Wildtype Spaceflight vs Wildtype GroundControl,Robo1,ROBO1,-0.0296812792,1,0.9796366954,0,0.02036330456
"OSD-457: JAXA, spleen",spleen,spleen,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Cdon,CDON,-0.02701622177,1,0.9814480283,0,0.01855197168
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Adamts15,ADAMTS15,-0.02622747928,1,0.981984747,0,0.01801525298
"OSD-457: JAXA, kidney",kidney,kidney,Wildtype Spaceflight vs Wildtype GroundControl,Cdon,CDON,-0.02596160672,1,0.9821657325,0,0.0178342675
"OSD-100: RR-1, eye",eye,eye,Spaceflight vs GroundControl,Cdon,CDON,-0.02270773296,0.9418405727,0.9843834222,0.02602260491,0.01658091424
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs VivariumControl (1G) (chow+FOS),Fasl,FASLG,-0.02226973417,0.9924185123,0.9846823241,0.003305143125,0.01543469386
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnISS) (Age 12wk),Robo1,ROBO1,-0.0214707556,0.9905795919,0.9852278018,0.004110623665,0.01491268177
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (uG) vs Spaceflight (1G centrifugation),Robo1,ROBO1,-0.02080659073,0.9872747551,0.9856814696,0.005561967877,0.0145030857
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs VivariumControl 25d, C57BL/6J",Cdon,CDON,-0.01946557186,1,0.9865981096,0,0.01340189039
"OSD-513: RR-23, kidney",kidney,kidney,Spaceflight vs GroundControl,Fasl,FASLG,-0.01892279105,0.9866575291,0.9869693643,0.00583356569,0.0132068477
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Fasl,FASLG,-0.01687090121,,0.9883740917,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs Spaceflight (EuthanasiaOnISS) (Age 12wk),Cdon,CDON,-0.01652247227,0.9926309728,0.9886128252,0.003212177754,0.01147171011
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 12wk),Robo1,ROBO1,-0.01612448868,1,0.9888855828,0,0.01111441722
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (1G centrifugation) vs GroundControl (1G)",Adamts15,ADAMTS15,-0.01612037702,,0.9888884011,#NUM!,#DIV/0!
"OSD-99: RR-1, muscle, extensor digitorum longus",muscle,"muscle, extensor digitorum longus",Spaceflight vs GroundControl,Cdon,CDON,-0.01487584958,0.9222136726,0.9897418245,0.0351684433,0.01112342595
"OSD-513: RR-23, kidney",kidney,kidney,Spaceflight vs VivariumControl,Cdon,CDON,-0.01481693475,0.9788382896,0.9897822431,0.009289050512,0.01043865676
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs VivariumControl 25d, C57BL/6J",Fasl,FASLG,-0.01480089522,1,0.9897932473,0,0.01020675271
"OSD-457: JAXA, adipose tissue, white",adipose,"adipose tissue, white",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Robo1,ROBO1,-0.01432595221,1,0.9901191462,0,0.009880853787
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk),Robo1,ROBO1,-0.01341057155,0.9877115054,0.9907475697,0.00536988729,0.009367543258
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Nrf2KO Spaceflight vs Wildtype Spaceflight,Adamts15,ADAMTS15,-0.008840212724,1,0.9938911667,0,0.006108833264
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs Spaceflight (1G centrifugation) (chow),Cdon,CDON,-0.00780746616,1,0.9946028938,0,0.005397106162
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO GroundControl vs Wildtype GroundControl,Cdon,CDON,-0.006392253621,1,0.9955790288,0,0.004420971184
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 25d vs GroundControl 25d, C57BL/6J",Robo1,ROBO1,-0.006306009887,1,0.9956385459,0,0.004361454087
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (uG) vs GroundControl (1G),Adamts15,ADAMTS15,-0.004946552212,1,0.9965771825,0,0.003422817478
"OSD-457: JAXA, adipose tissue, white",adipose,"adipose tissue, white",Nrf2KO GroundControl vs Wildtype GroundControl,Robo1,ROBO1,-0.003773511448,1,0.9973878189,0,0.002612181123
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Cdon,CDON,-0.001340121722,1,0.9990715297,0,0.0009284702979
"OSD-168: RR-1/3, liver",liver,liver,"RR1, GroundControl vs BasalControl",Bcan,BCAN,0,,1,#NUM!,#DIV/0!
"OSD-168: RR-1/3, liver",liver,liver,"RR1, VivariumControl vs BasalControl",Bcan,BCAN,0,,1,#NUM!,#DIV/0!
"OSD-168: RR-1/3, liver",liver,liver,"RR1, VivariumControl vs GroundControl",Bcan,BCAN,0,,1,#NUM!,#DIV/0!
"OSD-253: RR-7, kidney",kidney,kidney,"GroundControl 75d vs GroundControl 25d, C57BL/6J",Bcan,BCAN,0,1,1,0,0
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs GroundControl 75d, C57BL/6J",Bcan,BCAN,0,1,1,0,0
"OSD-457: JAXA, liver",liver,liver,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Bcan,BCAN,0,1,1,0,0
"OSD-457: JAXA, liver",liver,liver,Nrf2KO Spaceflight vs Wildtype Spaceflight,Bcan,BCAN,0,1,1,0,0
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 12wk) Spaceflight,Adamts15,ADAMTS15,0.001827157887,1,1.001267292,0,0.001267291674
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs VivariumControl 25d, C3H/HeJ",Cdon,CDON,0.005266300565,0.9990047248,1.003656992,0.0004324577913,0.003660635265
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) VivariumControl vs (Age 12wk) GroundControl,Bcan,BCAN,0.005848943035,0.9997688881,1.004062408,0.0001003822205,0.00406334676
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Robo1,ROBO1,0.006071738424,0.9971275395,1.004217477,0.001249288852,0.004229626434
"OSD-401: RR-5, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Cdon,CDON,0.007381272714,0.9927695981,1.005129419,0.003151530824,0.005166776899
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs Spaceflight (uG) (chow),Cdon,CDON,0.00780746616,1,1.005426393,0,0.005426392981
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Wildtype Spaceflight,Bcan,BCAN,0.009166175694,1,1.006373735,0,0.00637373519
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Adamts15,ADAMTS15,0.009699843667,0.9980875003,1.006746072,0.0008313833093,0.006758998796
"OSD-457: JAXA, adipose tissue, white",adipose,"adipose tissue, white",Nrf2KO Spaceflight vs Wildtype Spaceflight,Robo1,ROBO1,0.01158181554,1,1.008060213,0,0.008060212799
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Fasl,FASLG,0.01172488894,1,1.008160188,0,0.008160188021
"OSD-457: JAXA, spleen",spleen,spleen,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Robo1,ROBO1,0.01255802499,1,1.008742554,0,0.008742554457
"OSD-137: RR-3, liver",liver,liver,Spaceflight vs BasalControl,Adamts15,ADAMTS15,0.01401313155,0.9897246927,1.009760488,0.004485594361,0.009861821738
"OSD-162: RR-3, eye",eye,eye,GroundControl vs BasalControl,Robo1,ROBO1,0.01414210377,0.9963005629,1.009850762,0.001609624291,0.009887339402
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Cdon,CDON,0.01463720988,0.9971505706,1.010197383,0.001239257879,0.01022652304
"OSD-401: RR-5, muscle, gastrocnemius",muscle,"muscle, gastrocnemius",Spaceflight vs GroundControl,Robo1,ROBO1,0.01569985795,0.9881241203,1.01094174,0.005188499358,0.01107324453
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnISS) (Age 12wk),Cdon,CDON,0.01652247227,0.9926309728,1.011518336,0.003212177754,0.01160384513
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) GroundControl vs (Age 12wk) GroundControl,Bcan,BCAN,0.01693891701,0.9990091959,1.011810361,0.0004305140778,0.01182207394
"OSD-248: RR-6, lung",lung,lung,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Robo1,ROBO1,0.0181933937,0.9964542079,1.01269055,0.001542654543,0.01273570789
"OSD-457: JAXA, spleen",spleen,spleen,Nrf2KO GroundControl vs Wildtype GroundControl,Cdon,CDON,0.01893782303,1,1.013213232,0,0.01321323197
"OSD-100: RR-1, eye",eye,eye,Spaceflight vs GroundControl,Adamts15,ADAMTS15,0.02005952108,0.9735678944,1.014001313,0.01163375638,0.01438144533
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (1G centrifugation) vs Spaceflight (uG),Robo1,ROBO1,0.02080659073,0.9872747551,1.014526529,0.005561967877,0.0147137652
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Wildtype Spaceflight,Robo1,ROBO1,0.02269722998,1,1.015856929,0,0.01585692863
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO Spaceflight vs Wildtype Spaceflight,Fasl,FASLG,0.0240646534,1,1.01682024,0,0.01682024038
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Bcan,BCAN,0.02407758267,1,1.016829353,0,0.01682935305
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk),Adamts15,ADAMTS15,0.02464220967,0.9634760585,1.017227387,0.01615907271,0.01788045162
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",GroundControl (1G) (chow+FOS) vs GroundControl (1G) (chow),Bcan,BCAN,0.02592085167,1,1.018129342,0,0.01812934219
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs GroundControl (1G) (chow+FOS),Bcan,BCAN,0.02618984105,0.989295072,1.018319189,0.004674154288,0.01851741693
"OSD-379: RR-8, liver",liver,liver,Spaceflight 23d (FrozenCarcass on ISS) vs GroundControl 23d (FrozenCarcass on ISS),Fasl,FASLG,0.0282875939,0.9752666983,1.019800955,0.01087660507,0.020303118
"OSD-47: RR-1, liver",liver,liver,Spaceflight vs BasalControl,Fasl,FASLG,0.02849441376,,1.019947161,#NUM!,#DIV/0!
"OSD-326: RR-4, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Robo1,ROBO1,0.02914625202,,1.020408097,#NUM!,#DIV/0!
"OSD-379: RR-8, liver",liver,liver,VivariumControl 40d (FreshDissection on Earth) vs GroundControl 40d (FreshDissection on Earth),Cdon,CDON,0.03152331134,0.9711790692,1.02209076,0.01270068605,0.02274633071
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","GroundControl 75d vs GroundControl 25d, C57BL/6J",Adamts15,ADAMTS15,0.03247314827,1,1.022763903,0,0.02276390268
"OSD-513: RR-23, kidney",kidney,kidney,Spaceflight vs GroundControl,Adamts15,ADAMTS15,0.03302527329,0.9287360551,1.023155393,0.03210769406,0.0249321572
"OSD-420: RR-9, spleen",spleen,spleen,Spaceflight vs GroundControl,Fasl,FASLG,0.03480641531,,1.024419354,#NUM!,#DIV/0!
"OSD-98: RR-1, adrenal gland",gland,adrenal gland,Spaceflight vs GroundControl,Robo1,ROBO1,0.03580979417,0.9915378934,1.025132075,0.003690683812,0.02534656021
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Adamts15,ADAMTS15,0.03620410585,1,1.025412298,0,0.02541229823
"OSD-379: RR-8, liver",liver,liver,Spaceflight 23d (FrozenCarcass on ISS) vs BasalControl 1d (FrozenCarcass on ISS),Robo1,ROBO1,0.03719739125,0.8702937182,1.02611853,0.06033415122,0.03001116743
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs Spaceflight_C1,Robo1,ROBO1,0.0378247251,0.9570417181,1.026564819,0.0190691306,0.02775722202
"OSD-457: JAXA, spleen",spleen,spleen,Nrf2KO Spaceflight vs Wildtype Spaceflight,Fasl,FASLG,0.03834468883,1,1.026934872,0,0.02693487178
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Nrf2KO GroundControl,Bcan,BCAN,0.03902341633,1,1.027418115,0,0.02741811523
"OSD-253: RR-7, kidney",kidney,kidney,"GroundControl 75d vs GroundControl 25d, C57BL/6J",Cdon,CDON,0.03961751381,1,1.02784129,0,0.02784129005
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs VivariumControl 25d, C3H/HeJ",Robo1,ROBO1,0.04184269593,1,1.029427834,0,0.02942783378
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs Spaceflight (uG) (chow),Adamts15,ADAMTS15,0.04196341602,1,1.029513977,0,0.0295139766
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) VivariumControl vs (Age 12wk) GroundControl,Adamts15,ADAMTS15,0.04438728688,0.9712635554,1.031245116,0.01266290692,0.03216955473
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (1G centrifugation) (chow),Robo1,ROBO1,0.04516326507,1,1.031799938,0,0.03179993811
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO Spaceflight vs Wildtype Spaceflight,Cdon,CDON,0.04642260547,1,1.032700998,0,0.032700998
"OSD-101: RR-1, muscle, gastrocnemius",muscle,"muscle, gastrocnemius",Spaceflight vs GroundControl,Cdon,CDON,0.04804664194,0.9425082354,1.03386416,0.02571484633,0.03592982956
"OSD-379: RR-8, liver",liver,liver,Spaceflight 40d (FreshDissection on Earth) vs VivariumControl 40d (FreshDissection on Earth),Cdon,CDON,0.04826427578,0.9525344907,1.034020133,0.02111928985,0.03571538156
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO GroundControl vs Wildtype GroundControl,Adamts15,ADAMTS15,0.04878409378,1,1.034392768,0,0.0343927681
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow+FOS),Cdon,CDON,0.04889130757,1,1.034469642,0,0.03446964179
"OSD-105: RR-1, muscle, tibialis anterior",muscle,"muscle, tibialis anterior",Spaceflight vs GroundControl,Cdon,CDON,0.05228984391,0.7814496317,1.0369094,0.1070990092,0.04723196268
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs CC_C2,Adamts15,ADAMTS15,0.0550231228,0.9590691033,1.038875754,0.01815009969,0.04053488285
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO Spaceflight vs Wildtype Spaceflight,Cdon,CDON,0.05521997523,1,1.039017516,0,0.03901751564
"OSD-168: RR-1/3, liver",liver,liver,"RR3, GroundControl vs BasalControl",Adamts15,ADAMTS15,0.05669503333,0.9485725259,1.040080384,0.02292945825,0.04225336802
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Robo1,ROBO1,0.05812237029,0.9569262972,1.041109902,0.01912151043,0.04296036345
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnISS) (Age 29wk),Robo1,ROBO1,0.06112109135,0.9420902329,1.043276156,0.02590749873,0.04593631779
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO GroundControl vs Wildtype GroundControl,Cdon,CDON,0.06141298887,1,1.043487262,0,0.0434872616
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Adamts15,ADAMTS15,0.06394714459,0.932421089,1.045321802,0.03038791239,0.0486065824
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 29wk),Adamts15,ADAMTS15,0.06460444209,1,1.045798164,0,0.0457981637
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow) vs GroundControl (1G) (chow),Cdon,CDON,0.06540910869,1,1.046381623,0,0.04638162282
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnISS) (Age 29wk),Robo1,ROBO1,0.06756467822,0.9298695641,1.047946218,0.03157796712,0.0515623053
"OSD-457: JAXA, spleen",spleen,spleen,Wildtype Spaceflight vs Wildtype GroundControl,Cdon,CDON,0.06776979208,1,1.04809522,0,0.04809521975
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 25d vs VivariumControl 25d, C3H/HeJ",Fasl,FASLG,0.06783666051,1,1.0481438,0,0.04814379973
"OSD-457: JAXA, cerebrum",brain,cerebrum,Nrf2KO GroundControl vs Wildtype GroundControl,Bcan,BCAN,0.06831399267,1,1.048490647,0,0.04849064747
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs VivariumControl_C2,Adamts15,ADAMTS15,0.06845995242,0.9780746267,1.04859673,0.009628007439,0.04968611697
"OSD-161: RR-3, adrenal gland",gland,adrenal gland,Spaceflight vs GroundControl,Cdon,CDON,0.06928669102,0.9996832159,1.049197802,0.0001375993654,0.04921339249
"OSD-457: JAXA, spleen",spleen,spleen,Nrf2KO GroundControl vs Wildtype GroundControl,Robo1,ROBO1,0.07046144576,1,1.050052489,0,0.05005248903
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (1G centrifugation) vs Spaceflight (uG),Fasl,FASLG,0.07070501001,0.9628026011,1.05022978,0.01646274511,0.05217038255
"OSD-194: RR-3, retina",eye,retina,Spaceflight vs GroundControl,Cdon,CDON,0.07362882067,0.8520517721,1.052360367,0.06953401596,0.06145209518
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Cdon,CDON,0.07416362063,1,1.052750544,0,0.05275054373
"OSD-194: RR-3, retina",eye,retina,Spaceflight vs BasalControl,Bcan,BCAN,0.07481664964,0.8860832942,1.053227174,0.05252545137,0.06007016997
"OSD-164: RR-1, liver",liver,liver,Spaceflight vs GroundControl,Adamts15,ADAMTS15,0.07523823386,1,1.053534993,0,0.05353499302
"OSD-163: RR-3, kidney",kidney,kidney,Spaceflight vs GroundControl,Cdon,CDON,0.076736494,0.8398145977,1.054629673,0.07581658069,0.06504968259
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Nrf2KO Spaceflight vs Wildtype Spaceflight,Robo1,ROBO1,0.0778945735,1,1.055476585,0,0.05547658472
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO Spaceflight vs Wildtype Spaceflight,Bcan,BCAN,0.07859678196,1,1.055990446,0,0.05599044592
"OSD-245: RR-6, liver",liver,liver,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Fasl,FASLG,0.07873065584,0.9977436649,1.05608844,0.0009810210718,0.05621528087
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO Spaceflight vs Wildtype Spaceflight,Adamts15,ADAMTS15,0.07892397496,1,1.056229964,0,0.05622996422
"OSD-379: RR-8, liver",liver,liver,Spaceflight 40d (FreshDissection on Earth) vs GroundControl 40d (FreshDissection on Earth),Cdon,CDON,0.07978758712,0.9503583671,1.056862424,0.02211259736,0.05983261224
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Cdon,CDON,0.07995564188,1,1.056985541,0,0.05698554124
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow+FOS) vs VivariumControl (1G) (chow),Robo1,ROBO1,0.08027784236,1,1.057221627,0,0.05722162667
"OSD-242: RR-9, liver",liver,liver,CohortControl_C1 vs GroundControl_C2,Robo1,ROBO1,0.08072825869,0.927976037,1.057551748,0.03246323836,0.06201857115
"OSD-457: JAXA, cerebrum",brain,cerebrum,Wildtype Spaceflight vs Wildtype GroundControl,Bcan,BCAN,0.08322539964,1,1.059383835,0,0.05938383472
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Adamts15,ADAMTS15,0.08486130274,,1.060585774,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Adamts15,ADAMTS15,0.08530453786,0.8508731731,1.060911665,0.07013516888,0.0715872436
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Cdon,CDON,0.08585679831,0.8821346158,1.061317857,0.05446513548,0.06951077123
"OSD-173: CBTM-3, liver",liver,liver,VivariumControl vs GroundControl,Fasl,FASLG,0.08587851958,1,1.061333837,0,0.06133383683
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Adamts15,ADAMTS15,0.08605898702,1,1.061466608,0,0.06146660792
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (1G centrifugation) vs Spaceflight (uG)",Cdon,CDON,0.08656420615,0.9693367757,1.061838389,0.01352531025,0.06379453544
"OSD-168: RR-1/3, liver",liver,liver,"RR3, GroundControl vs BasalControl",Bcan,BCAN,0.08690377909,,1.062088348,#NUM!,#DIV/0!
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs GroundControl 75d, C3H/HeJ",Cdon,CDON,0.08741764908,1,1.062466718,0,0.06246671789
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnISS) (Age 12wk),Robo1,ROBO1,0.08812805586,1,1.062990023,0,0.06299002282
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 29wk),Adamts15,ADAMTS15,0.08924665177,0.8385883769,1.063814533,0.07645116135,0.0760975649
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Spaceflight (EuthanasiaOnISS) (Age 12wk),Cdon,CDON,0.08935104976,0.8849366215,1.063891517,0.05308783204,0.07219897523
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO GroundControl vs Wildtype GroundControl,Cdon,CDON,0.09023379687,1,1.064542684,0,0.06454268362
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs GroundControl 75d, C3H/HeJ",Adamts15,ADAMTS15,0.09201617587,1,1.065858687,0,0.06585868668
"OSD-457: JAXA, bone, mandibular",bone,"bone, mandibular",Wildtype Spaceflight vs Wildtype GroundControl,Fasl,FASLG,0.092479946,1,1.066201374,0,0.06620137372
"OSD-173: CBTM-3, liver",liver,liver,VivariumControl vs GroundControl,Robo1,ROBO1,0.09413208949,0.9999303525,1.067423064,0.00003024857091,0.06742776028
"OSD-164: RR-1, spleen",spleen,spleen,Spaceflight vs GroundControl,Cdon,CDON,0.09508667272,1,1.068129576,0,0.06812957609
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Wildtype Spaceflight vs Wildtype GroundControl,Bcan,BCAN,0.09843650441,1,1.070612576,0,0.0706125759
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk) vs Spaceflight (EuthanasiaOnEarth) (Age 12wk),Robo1,ROBO1,0.09893033927,1,1.07097911,0,0.07097910957
"OSD-457: JAXA, liver",liver,liver,Nrf2KO Spaceflight vs Wildtype Spaceflight,Robo1,ROBO1,0.1031810309,1,1.074139247,0,0.0741392473
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Fasl,FASLG,0.1039752182,1,1.074730712,0,0.07473071158
"OSD-137: RR-3, liver",liver,liver,Spaceflight vs GroundControl,Cdon,CDON,0.1045983482,1,1.07519501,0,0.07519501038
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Bcan,BCAN,0.1049192727,0.9871388856,1.075434212,0.005621739933,0.07641701995
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow+FOS),Robo1,ROBO1,0.1052127305,1,1.075652988,0,0.07565298765
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Adamts15,ADAMTS15,0.1062280293,0.8870556248,1.076410246,0.0520491459,0.08613918257
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow) vs Spaceflight (uG) (chow),Robo1,ROBO1,0.1065434173,0.9905330246,1.076645587,0.004131040411,0.07737812333
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Bcan,BCAN,0.1086764732,0.993643957,1.078238608,0.002769204363,0.07873907675
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnISS) (Age 29wk),Adamts15,ADAMTS15,0.1090946565,0.8895165081,1.078551194,0.05084598767,0.08830774176
