ProjectTitle,TissueType,Tissue,ComparisonName,Gene,HumanGene,log2FoldChange,padj,OR,-log10P,enrichment_score
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Adamts15,ADAMTS15,0.1091967672,0.9449148098,1.078627534,0.0246073442,0.08321124122
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs VivariumControl (1G) (chow),Fasl,FASLG,0.109774669,0.9975293236,1.079059688,0.001074328821,0.07925550232
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs Spaceflight (uG) (chow),Bcan,BCAN,0.1101710699,0.9973875653,1.079356215,0.001136050559,0.07956407127
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs GroundControl",Bcan,BCAN,0.1109255232,1,1.079920809,0,0.07992080925
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs GroundControl 75d, C3H/HeJ",Cdon,CDON,0.1120994413,1,1.080799896,0,0.08079989625
"OSD-168: RR-1/3, liver",liver,liver,"RR1, VivariumControl vs BasalControl",Adamts15,ADAMTS15,0.1168843959,0.8661736794,1.084390512,0.06239501742,0.09742908892
"OSD-162: RR-3, eye",eye,eye,GroundControl vs BasalControl,Bcan,BCAN,0.1176953306,0.9875323422,1.085000217,0.00544867211,0.08607334963
"OSD-161: RR-3, adrenal gland",gland,adrenal gland,Spaceflight vs GroundControl,Robo1,ROBO1,0.1181553227,0.9996832159,1.085346216,0.0001375993654,0.08537326044
"OSD-241: RR-5, skin, femoral",skin,"skin, femoral",Spaceflight vs GroundControl,Robo1,ROBO1,0.1191577657,0.7040921116,1.08610062,0.1523705214,0.1222860173
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (1G centrifugation) vs GroundControl (1G)",Adamts15,ADAMTS15,0.1205254549,0.9080024009,1.087130743,0.04191300315,0.09595871388
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs VivariumControl_C2,Adamts15,ADAMTS15,0.1234830752,0.9733427171,1.089361719,0.01173421631,0.09180909972
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs CC_C1,Cdon,CDON,0.1240505719,0.9368632082,1.089790313,0.02832381601,0.09584143341
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Wildtype Spaceflight vs Wildtype GroundControl,Cdon,CDON,0.1259697264,1,1.091240978,0,0.09124097815
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Adamts15,ADAMTS15,0.1285515867,0.7967145297,1.093195622,0.09869726252,0.1169749239
"OSD-580: RR-17, heart",heart,heart,BasalControl (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Fasl,FASLG,0.1301024309,0.9641818075,1.094371399,0.0158410672,0.0978771823
"OSD-102: RR-1, kidney",kidney,kidney,Spaceflight vs GroundControl,Fasl,FASLG,0.1308386741,,1.094930026,#NUM!,#DIV/0!
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO GroundControl vs Wildtype GroundControl,Cdon,CDON,0.1378482708,1,1.100262888,0,0.1002628879
"OSD-457: JAXA, spleen",spleen,spleen,Wildtype Spaceflight vs Wildtype GroundControl,Fasl,FASLG,0.1395143087,1,1.101534216,0,0.1015342159
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) VivariumControl vs (Age 32wk) GroundControl,Cdon,CDON,0.1396018819,0.5942816198,1.101601082,0.2260077016,0.1709645374
"OSD-457: JAXA, cerebrum",brain,cerebrum,Wildtype Spaceflight vs Wildtype GroundControl,Adamts15,ADAMTS15,0.1411694494,1,1.102798683,0,0.1027986829
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 32wk) VivariumControl,Cdon,CDON,0.1424310261,0.6621129576,1.103763456,0.1790679128,0.1567156404
"OSD-248: RR-6, lung",lung,lung,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Robo1,ROBO1,0.1426263004,0.9781729563,1.103912865,0.009584348358,0.1062315864
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs VivariumControl (1G) (chow),Cdon,CDON,0.1427616001,0.9913637626,1.104016398,0.003766959952,0.1049225335
"OSD-98: RR-1, adrenal gland",gland,adrenal gland,Spaceflight vs GroundControl,Fasl,FASLG,0.1435441206,0.9945777409,1.104615381,0.002361264687,0.1051857248
"OSD-513: RR-23, kidney",kidney,kidney,Spaceflight vs VivariumControl,Adamts15,ADAMTS15,0.1438929759,0.7265913113,1.104882518,0.1387097998,0.144348709
"OSD-457: JAXA, spleen",spleen,spleen,Wildtype Spaceflight vs Wildtype GroundControl,Robo1,ROBO1,0.1454288334,1,1.106059375,0,0.1060593747
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs VivariumControl 25d, C57BL/6J",Cdon,CDON,0.1455506711,1,1.106152787,0,0.106152787
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs GroundControl 75d, C3H/HeJ",Robo1,ROBO1,0.1462135727,1,1.106661168,0,0.1066611681
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Robo1,ROBO1,0.1479582028,0.7461626318,1.108000247,0.1271665045,0.1447408946
"OSD-352: RR-3, brain",brain,brain,Spaceflight vs GroundControl,Cdon,CDON,0.1491376088,0.9999854557,1.10890641,0.00000631654848,0.1089079935
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs VivariumControl 25d, C3H/HeJ",Bcan,BCAN,0.150539191,0.9990047248,1.109984239,0.0004324577913,0.1100938123
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow) vs GroundControl (1G) (chow),Adamts15,ADAMTS15,0.1515471758,0.790853531,1.110760035,0.101903942,0.1400512625
"OSD-162: RR-3, eye",eye,eye,Spaceflight vs GroundControl,Robo1,ROBO1,0.1526689204,0.9981057346,1.111624025,0.0008234491598,0.1118358719
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Adamts15,ADAMTS15,0.1531937964,0.7235380579,1.112028526,0.1405386202,0.1548343233
"OSD-163: RR-3, kidney",kidney,kidney,Spaceflight vs GroundControl,Adamts15,ADAMTS15,0.1535114658,0.8281912779,1.112273412,0.08186934757,0.1355645912
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO Spaceflight vs Wildtype Spaceflight,Bcan,BCAN,0.1557205614,1,1.113977861,0,0.1139778613
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnISS) (Age 12wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Bcan,BCAN,0.1559265913,0.9575091302,1.114136959,0.01885707619,0.1192019534
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) Spaceflight vs (Age 12wk) Spaceflight,Fasl,FASLG,0.1577530995,0.9998235894,1.115548393,0.00007662089884,0.1155687804
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow+FOS) vs GroundControl (1G) (chow+FOS),Robo1,ROBO1,0.1584077004,1,1.116054671,0,0.1160546707
"OSD-162: RR-3, eye",eye,eye,GroundControl vs BasalControl,Cdon,CDON,0.1589388716,0.9858361874,1.116465655,0.006195244121,0.1181389533
"OSD-105: RR-1, muscle, tibialis anterior",muscle,"muscle, tibialis anterior",Spaceflight vs GroundControl,Adamts15,ADAMTS15,0.1592983595,0.6016925418,1.116743889,0.2206253717,0.1940258196
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs GroundControl (1G)",Robo1,ROBO1,0.1593315288,0.7072264723,1.116769564,0.1504414915,0.1651091536
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Bcan,BCAN,0.1596750857,0.9422488785,1.117035538,0.02583437078,0.1242087319
"OSD-242: RR-9, liver",liver,liver,CohortControl_C2 vs CC_C1,Fasl,FASLG,0.1597130576,,1.117064939,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Cdon,CDON,0.1598946334,0.7846143632,1.11720554,0.1053437459,0.1493798049
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (uG) vs Spaceflight (1G centrifugation)",Fasl,FASLG,0.1603626481,,1.117568024,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 12wk) vs BasalControl (EuthanasiaOnEarth) (Age 12wk),Cdon,CDON,0.1612347551,0.7688178935,1.118243797,0.1141765174,0.1537994857
"OSD-247: RR-6, colon",colon,colon,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Adamts15,ADAMTS15,0.161916974,0.9384249325,1.118772715,0.02760046219,0.1265660263
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Cdon,CDON,0.163054636,0.4143605387,1.11965529,0.382621611,0.288770959
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs Spaceflight (EuthanasiaOnEarth) (Age 29wk),Cdon,CDON,0.1630930521,1,1.119685105,0,0.1196851047
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Fasl,FASLG,0.1639226714,1,1.120329163,0,0.1203291628
"OSD-194: RR-3, retina",eye,retina,Spaceflight vs GroundControl,Robo1,ROBO1,0.1651109091,0.8342153266,1.121252273,0.07872183534,0.1453488909
"OSD-168: RR-1/3, liver",liver,liver,"RR1, Spaceflight vs VivariumControl",Adamts15,ADAMTS15,0.165559488,0.7287633879,1.121600959,0.1374134539,0.1668593141
"OSD-253: RR-7, kidney",kidney,kidney,"Spaceflight 75d vs Spaceflight 25d, C57BL/6J",Cdon,CDON,0.1661886857,0.9902479659,1.122090226,0.004256041028,0.1232925792
"OSD-162: RR-3, eye",eye,eye,Spaceflight vs BasalControl,Robo1,ROBO1,0.1668110242,0.8840571371,1.122574369,0.05351966538,0.1386498264
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs GroundControl",Adamts15,ADAMTS15,0.1668672346,1,1.122618107,0,0.1226181073
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs GroundControl 75d, C3H/HeJ",Fasl,FASLG,0.1675611868,1,1.123158229,0,0.1231582289
"OSD-288: MHU-1, spleen",spleen,spleen,Spaceflight (uG) vs Spaceflight (1G centrifugation),Cdon,CDON,0.1688767039,0.798033257,1.124182844,0.09797900964,0.1556111143
"OSD-47: RR-1, liver",liver,liver,GroundControl vs BasalControl,Cdon,CDON,0.1688938632,0.9308122389,1.124196215,0.03113791499,0.1334277851
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnISS) (Age 12wk),Adamts15,ADAMTS15,0.1691835539,1,1.124421975,0,0.1244219747
"OSD-168: RR-1/3, liver",liver,liver,"RR1, GroundControl vs BasalControl",Robo1,ROBO1,0.1694929309,0.7527829947,1.124663126,0.1233302001,0.1656030048
"OSD-102: RR-1, kidney",kidney,kidney,Spaceflight vs GroundControl,Adamts15,ADAMTS15,0.1698796196,0.6704793167,1.124964612,0.1736146149,0.1863810099
"OSD-163: RR-3, kidney",kidney,kidney,GroundControl vs BasalControl,Adamts15,ADAMTS15,0.1706806689,0.7628436094,1.125589417,0.1175644877,0.1646332422
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs Spaceflight (EuthanasiaOnISS) (Age 12wk),Robo1,ROBO1,0.1707199028,0.8326596898,1.125620027,0.07953245963,0.1508659887
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs GroundControl (EuthanasiaOnEarth) (Age 12wk),Adamts15,ADAMTS15,0.1713635249,0.6730308154,1.126122306,0.1719650507,0.1873945495
"OSD-326: RR-4, muscle, quadriceps femoris",muscle,"muscle, quadriceps femoris",Spaceflight vs GroundControl,Cdon,CDON,0.1716957587,0.9101202495,1.126381668,0.04090122279,0.1388626037
"OSD-352: RR-3, brain",brain,brain,Spaceflight vs GroundControl,Bcan,BCAN,0.1736434902,0.9999854557,1.127903383,0.00000631654848,0.1279052429
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 25d vs GroundControl 25d, C57BL/6J",Cdon,CDON,0.1744014947,0.8896880698,1.128496149,0.05076223303,0.1444283147
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnEarth) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Fasl,FASLG,0.1816097856,0.9305382656,1.134148683,0.03126576309,0.1441624577
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs GroundControl 25d, C3H/HeJ",Adamts15,ADAMTS15,0.1817850994,0.8393346599,1.134286512,0.07606484252,0.1599916196
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Fasl,FASLG,0.1819698583,0.9018857287,1.134431783,0.04484848521,0.1490563374
"OSD-457: JAXA, liver",liver,liver,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Cdon,CDON,0.1836586612,0.9838886166,1.135760514,0.007054064122,0.1379836213
"OSD-246: RR-6, spleen",spleen,spleen,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Robo1,ROBO1,0.1838997258,0.2791521299,1.135950308,0.5541590543,0.4870115379
"OSD-457: JAXA, adipose tissue, white",adipose,"adipose tissue, white",Nrf2KO Spaceflight vs Wildtype Spaceflight,Cdon,CDON,0.1870118879,1,1.13840341,0,0.1384034095
"OSD-241: RR-5, skin, femoral",skin,"skin, femoral",Spaceflight vs GroundControl,Cdon,CDON,0.187090611,0.6575601778,1.13846553,0.1820644958,0.2105746893
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs GroundControl 25d, C3H/HeJ",Bcan,BCAN,0.1902943333,1,1.140996474,0,0.140996474
"OSD-242: RR-9, liver",liver,liver,Spaceflight_C1 vs CC_C2,Cdon,CDON,0.1903821711,0.8128167068,1.141065945,0.09000737841,0.1735519755
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Cdon,CDON,0.1908057426,0.9081656861,1.141401008,0.04183491138,0.1556995716
"OSD-457: JAXA, thymus",thymus,thymus,Nrf2KO GroundControl vs Wildtype GroundControl,Fasl,FASLG,0.1916234274,1,1.14204811,0,0.1420481103
"OSD-379: RR-8, liver",liver,liver,VivariumControl 23d (FrozenCarcass on ISS) vs GroundControl 23d (FrozenCarcass on ISS),Fasl,FASLG,0.1916402201,0.8976225037,1.142061404,0.04690626803,0.1582640843
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs Spaceflight (uG) (chow),Robo1,ROBO1,0.1930670344,1,1.143191452,0,0.1431914523
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO Spaceflight vs Wildtype Spaceflight,Cdon,CDON,0.1961510455,1,1.145637836,0,0.1456378362
"OSD-457: JAXA, liver",liver,liver,Nrf2KO Spaceflight vs Wildtype Spaceflight,Adamts15,ADAMTS15,0.1967141923,1,1.146085116,0,0.146085116
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (uG) (chow+FOS) vs Spaceflight (uG) (chow),Fasl,FASLG,0.1977834348,,1.146934843,#NUM!,#DIV/0!
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Adamts15,ADAMTS15,0.2010974472,0.6933686924,1.149572494,0.1590357719,0.2157185567
"OSD-47: RR-1, liver",liver,liver,Spaceflight vs GroundControl,Cdon,CDON,0.2022753017,1,1.150511418,0,0.1505114183
"OSD-379: RR-8, liver",liver,liver,Spaceflight 40d (FreshDissection on Earth) vs GroundControl 40d (FreshDissection on Earth),Robo1,ROBO1,0.2028675911,0.5725609347,1.150983851,0.2421782868,0.2636991827
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow+FOS) vs VivariumControl (1G) (chow+FOS),Bcan,BCAN,0.203129857,0.9450656086,1.151193106,0.02453804071,0.1599815973
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 25d vs VivariumControl 25d, C3H/HeJ",Adamts15,ADAMTS15,0.2051744835,1,1.152825764,0,0.1528257643
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU2, Spaceflight (uG) vs GroundControl (1G)",Adamts15,ADAMTS15,0.2053867577,,1.1529954,#NUM!,#DIV/0!
"OSD-248: RR-6, lung",lung,lung,Spaceflight 60d (FrozenCarcass on ISS) vs GroundControl 60d (FrozenCarcass on Earth),Fasl,FASLG,0.2060840449,0.9917921392,1.153552804,0.003579338205,0.1548235743
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnEarth) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Adamts15,ADAMTS15,0.2094190064,1,1.156222463,0,0.156222463
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) Spaceflight vs (Age 12wk) GroundControl,Cdon,CDON,0.2104227006,0.4754557426,1.157027136,0.3228899028,0.3302665671
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Cdon,CDON,0.2117390755,0.6735746794,1.158083337,0.1716142469,0.2346931115
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Robo1,ROBO1,0.2117970127,0.7908924522,1.158129846,0.1018825691,0.1999384939
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Wildtype Spaceflight vs Wildtype GroundControl,Robo1,ROBO1,0.2142214828,0.8968864675,1.160077736,0.04726252872,0.178481605
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","GroundControl 75d vs GroundControl 25d, C57BL/6J",Fasl,FASLG,0.2148858073,1,1.160612046,0,0.1606120456
"OSD-457: JAXA, bone, temporal",bone,"bone, temporal",Nrf2KO GroundControl vs Wildtype GroundControl,Bcan,BCAN,0.2151336495,1,1.160811446,0,0.1608114456
"OSD-457: JAXA, spleen",spleen,spleen,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Fasl,FASLG,0.2153469018,1,1.160983044,0,0.1609830439
"OSD-100: RR-1, eye",eye,eye,Spaceflight vs GroundControl,Bcan,BCAN,0.2169028325,0.631350776,1.162235827,0.1997292814,0.2569662268
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","VivariumControl 75d vs GroundControl 75d, C57BL/6J",Cdon,CDON,0.2190889378,1,1.163998289,0,0.1639982892
"OSD-457: JAXA, kidney",kidney,kidney,Nrf2KO Spaceflight vs Nrf2KO GroundControl,Bcan,BCAN,0.2206345956,1,1.165246028,0,0.1652460284
"OSD-253: RR-7, kidney",kidney,kidney,"VivariumControl 75d vs GroundControl 75d, C3H/HeJ",Bcan,BCAN,0.2244854956,1,1.168360505,0,0.1683605051
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow+FOS) vs VivariumControl (1G) (chow),Cdon,CDON,0.2249615547,1,1.168746103,0,0.1687461031
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 32wk) GroundControl vs (Age 12wk) GroundControl,Robo1,ROBO1,0.2249901702,0.7405535136,1.168769285,0.1304435532,0.2278961372
"OSD-254: RR-7, skin, dorsal",skin,"skin, dorsal","Spaceflight 75d vs Spaceflight 25d, C3H/HeJ",Cdon,CDON,0.2254569634,1,1.169147509,0,0.1691475091
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",VivariumControl (1G) (chow) vs GroundControl (1G) (chow),Cdon,CDON,0.2331594898,0.8271513944,1.175406262,0.08241499379,0.2120606499
"OSD-580: RR-17, heart",heart,heart,GroundControl (EuthanasiaOnISS) (Age 12wk) vs BasalControl (EuthanasiaOnISS) (Age 12wk),Robo1,ROBO1,0.2332677683,0.9235956869,1.175494483,0.03451810385,0.1900122378
"OSD-242: RR-9, liver",liver,liver,VivariumControl_C2 vs BasalControl_C1,Robo1,ROBO1,0.2341939425,0.849276301,1.176249364,0.0709509947,0.2075288849
"OSD-511: RR-8, mammary gland",gland,mammary gland,(Age 12wk) VivariumControl vs (Age 12wk) GroundControl,Robo1,ROBO1,0.2348818503,0.7751069897,1.176810358,0.1106383468,0.2281109067
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs GroundControl (EuthanasiaOnEarth) (Age 29wk),Cdon,CDON,0.2372566727,1,1.178749103,0,0.1787491027
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Robo1,ROBO1,0.2402884415,0.5961838919,1.181228804,0.2246197622,0.3039813826
"OSD-244: RR-6, thymus",thymus,thymus,Spaceflight 30d (FreshDissection on Earth) vs BasalControl 1d (FreshDissection on Earth),Fasl,FASLG,0.2402967378,0.9162603858,1.181235596,0.03798108958,0.1977992275
"OSD-419: RR-1, muscle, gastrocnemius",muscle,"muscle, gastrocnemius",Spaceflight vs GroundControl,Adamts15,ADAMTS15,0.2417469638,0.9999557819,1.182423595,0.00001920408011,0.182431662
"OSD-162: RR-3, eye",eye,eye,Spaceflight vs GroundControl,Fasl,FASLG,0.2420191919,0.9981057346,1.182646733,0.0008234491598,0.1829933707
"OSD-379: RR-8, liver",liver,liver,VivariumControl 23d (FrozenCarcass on ISS) vs GroundControl 23d (FrozenCarcass on ISS),Cdon,CDON,0.2420850888,0.778032105,1.182700753,0.1090024818,0.2348241822
"OSD-513: RR-23, kidney",kidney,kidney,Spaceflight vs GroundControl,Cdon,CDON,0.2442304807,0.351765166,1.184460823,0.4537471693,0.5243862682
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",GroundControl (1G) (chow+FOS) vs GroundControl (1G) (chow),Robo1,ROBO1,0.2444252978,0.7355247569,1.184620779,0.1334027049,0.2510055273
"OSD-580: RR-17, heart",heart,heart,Spaceflight (EuthanasiaOnISS) (Age 29wk) vs BasalControl (EuthanasiaOnEarth) (Age 29wk),Cdon,CDON,0.246126588,0.5575515726,1.186018561,0.2537149549,0.3336347167
"OSD-457: JAXA, adipose tissue, brown",adipose,"adipose tissue, brown",Nrf2KO Spaceflight vs Wildtype Spaceflight,Cdon,CDON,0.2485104647,0.7916300492,1.187979931,0.1014777289,0.2374593177
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (uG) (chow+FOS) vs GroundControl (1G) (chow+FOS),Cdon,CDON,0.2494087861,0.638828803,1.18871988,0.194615511,0.2954154211
"OSD-239: MHU-2, skin, femoral",skin,"skin, femoral",Spaceflight (1G centrifugation) (chow) vs GroundControl (1G) (chow),Robo1,ROBO1,0.2498924909,1,1.189118499,0,0.189118499
"OSD-168: RR-1/3, liver",liver,liver,"RR3, Spaceflight vs BasalControl",Bcan,BCAN,0.2524393479,,1.191219559,#NUM!,#DIV/0!
"OSD-238: MHU-2, skin, dorsal",skin,"skin, dorsal",Spaceflight (1G centrifugation) (chow) vs VivariumControl (1G) (chow),Cdon,CDON,0.2544679659,0.9996859963,1.192895748,0.0001363915063,0.1929563373
"OSD-580: RR-17, heart",heart,heart,Vivariumcontrol (EuthanasiaOnEarth) (Age 29wk) vs Vivariumcontrol (EuthanasiaOnEarth) (Age 12wk),Cdon,CDON,0.2576265109,1,1.19551026,0,0.1955102596
"OSD-289: MHU-1/2, thymus",thymus,thymus,"MHU1, Spaceflight (uG) vs GroundControl (1G)",Adamts15,ADAMTS15,0.2578380314,0.8402997299,1.195685552,0.07556577604,0.2328758953
"OSD-245: RR-6, liver",liver,liver,Spaceflight 30d (FreshDissection on Earth) vs GroundControl 30d (FreshDissection on Earth),Adamts15,ADAMTS15,0.2586900229,0.9096150503,1.196391879,0.04114236249,0.215906585
